Name,Status,Maximale Förderrate und Förderhöhe,Antragsberechtigt sind,Beschreibung,Typ,Bestand / Neubau,Förderprogramm,Fördergeber,Basis Förderrate,Art der Maßnahme,Gebäudeart
,true,,"Privatperson, Unternehmen, WEG, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",EEG - Wasserkraftanlagen  ,Bund,"12,52 / KWh","Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
,true,80%,"Privatperson, Unternehmen, WEG, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",Erneuerbare-Energien-Gesetz (EEG) - Mieterstromgesetz ,Bund,"2,75 / KWh","Solarthermie, Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
,true,,"Privatperson, WEG, Unternehmen, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",Erneuerbare-Energien-Gesetz (EEG) - § 48 Solare Strahlungsenergie ,Bund,"12,52 / KWh","Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
,true,70%,"Privatperson, Unternehmen, WEG, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",Fachberatung Bauen und Wohnen mit nachwachsenden Rohstoffen,Bund,15%,"Dämmung, Fenster / Haustür, Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Energieberatung, Baubegleitung, Photovoltaik, Erneuerbare Energien, Ladestation, Batteriespeicher, Lüftung, Smart Home, Effizienzhaus, Passivhaus, Altersgerechter Umbau & Einbruchschutz, Wärmespeicher, Holzbau","Wohngebäude, Nichtwohngebäude"
,true,,"Privatperson, Unternehmen, WEG, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",Steuerbefreiung für Photovoltaikanlagen (§ 3 Nr. 72 EStG),Bund,900 €,"Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
,true,75%,"Privatperson, Unternehmen, WEG, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",Schallschutz (passiv) an Bundesfern- und Landesstraßen nach BImSchG Gewährung,Bund,,"Dämmung, Fenster / Haustür, Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Energieberatung, Baubegleitung, Photovoltaik, Erneuerbare Energien, Ladestation, Batteriespeicher, Lüftung, Smart Home, Effizienzhaus, Passivhaus, Altersgerechter Umbau & Einbruchschutz, Wärmespeicher, Holzbau","Wohngebäude, Nichtwohngebäude"
,true,,Unternehmen,,Zuschuss,"Bestand, Neubau","""nEHS"" nationales Emissionshandelssystem",Bund,25 € / Tonne CO2,"Dämmung, Fenster / Haustür, Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Energieberatung, Baubegleitung, Photovoltaik, Erneuerbare Energien, Ladestation, Batteriespeicher, Lüftung, Smart Home, Effizienzhaus, Passivhaus, Altersgerechter Umbau & Einbruchschutz, Wärmespeicher, Holzbau","Wohngebäude, Nichtwohngebäude"
,true,250.000 €,"Privatperson, Unternehmen, WEG, Kommune, Contractor, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",LEADER Förderprogramm  EU (2023-2027) ,Bund,30 %,"Dämmung, Fenster / Haustür, Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Energieberatung, Baubegleitung, Photovoltaik, Erneuerbare Energien, Ladestation, Batteriespeicher, Lüftung, Smart Home, Effizienzhaus, Passivhaus, Altersgerechter Umbau & Einbruchschutz, Wärmespeicher, Holzbau","Wohngebäude, Nichtwohngebäude"
,true,70%,Unternehmen,,Zuschuss,"Bestand, Neubau",Förderprogramm Dekarbonisierung in der Industrie Modul 1 ,Bund,25%,"Dämmung, Fenster / Haustür, Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Energieberatung, Baubegleitung, Photovoltaik, Erneuerbare Energien, Ladestation, Batteriespeicher, Lüftung, Smart Home, Effizienzhaus, Holzbau, Wärmespeicher, Altersgerechter Umbau & Einbruchschutz, Passivhaus","Wohngebäude, Nichtwohngebäude"
,true,,Unternehmen,,Zuschuss,"Bestand, Neubau",Förderung von Carbon Capture and Utilization (CCU) und Carbon Capture and Storage (CCS) Modul 2,Bund,70%,"Dämmung, Fenster / Haustür, Wärmepumpe, Solarthermie, Biomasse, Heizungsoptimierung, Fernwärme, Sonstige Heizungen, Energieberatung, Baubegleitung, Photovoltaik, Erneuerbare Energien, Ladestation, Batteriespeicher, Lüftung, Smart Home, Effizienzhaus, Passivhaus, Altersgerechter Umbau & Einbruchschutz, Wärmespeicher, Holzbau","Wohngebäude, Nichtwohngebäude"
,true,45%,Unternehmen,,Zuschuss,"Bestand, Neubau",Bayrisches Sonderprogramm: Energieeffizienz in Unternehmen,Bundesland,5%+ auf die regulären regierungsspezifischen gewährten Subventionswerten,Investitionsförderung,"Wohngebäude, Nichtwohngebäude"
,true,,"Privatperson, Unternehmen",,Zuschuss,Bestand,Gemeinsame Agrarpolitik (GAP): Direktzahlungen (1. Säule),"Bund, Bundesland",155 €/ha,Sonstiges,"Nichtwohngebäude, Sonstiges"
,true,i.d.R. 90%,"Privatperson, Unternehmen",,Zuschuss,,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" (GAK)",Bund,i.d.R. 30%,,Sonstiges
,true,Je nach Antragsteller ,"Privatperson, Unternehmen, Kommune, Gemeinnützige Organisation",,Zuschuss,,Ländlicher Straßen- und Wegebau,Bundesland,Individuell,Sonstiges,Sonstiges
,true,90%,"Privatperson, Unternehmen, Verband/Vereinigung",,Zuschuss,"Bestand, Neubau",Förderung der Flurbereinigung (FlurFördRichtlinien) - Bayern,"Bundesland, Bund",75% ,Sonstiges,"Wohngebäude, Nichtwohngebäude"
,true,"Der geplante Höchsteinheitsbetrag liegt im Antrags-
jahr 2024 bei 130 Prozent des geplanten Ein-
heitsbetrags.","Privatperson, Unternehmen",,Zuschuss,Bestand,Gemeinsame Agrarpolitik (GAP): Ökoprämien Bayern (Öko-Regelungen),Bundesland,geplanter Einheitsbetrag,Sonstiges,Nichtwohngebäude
,true,600 000€,Unternehmen,,Zuschuss,,BLE - Bundesprogramm Energieeffizienz - Einzelmaßnahmen,Bund,20%,"Batteriespeicher, Solarthermie, Wärmepumpe, Photovoltaik",Sonstiges
,false,Individuell,Unternehmen,,Zuschuss,,Investitionsprogramm Landwirtschaft,Bund,Individuell,"Sonstiges, Investitionsförderung","Nichtwohngebäude, Sonstiges"
,true,,"Privatperson, Unternehmen, Gemeinnützige Organisation",,Zuschuss,"Bestand, Neubau",Gemeinsame Agrarpolitik: Förderung der ländlichen Entwicklung (2. Säule),"Bund, Bundesland","Gesamtvolumen: 3,5 Mrd. € für Programme der 2. Säule",,Nichtwohngebäude
,false,600 000€,Unternehmen,,Zuschuss,,BLE - Bundesprogramm Energieeffizienz - CO2-Ein­spa­rin­ves­ti­tio­nen nach Ener­gie­be­ra­tung,Bund,40%,"Wärmepumpe, Biomasse, Solarthermie, Energieberatung, Erneuerbare Energien, Photovoltaik",Nichtwohngebäude
,true,200.000€,Unternehmen,,Zuschuss,"Bestand, Neubau",EIF - Teil B: Diversifizierungsförderung (DIV),Bundesland,25%,"Baubegleitung, Energieberatung, Lüftung, Heizungsoptimierung","Wohngebäude, Nichtwohngebäude"
,true,100%,"Unternehmen, Hochschule, Forschungseinrichtung",,Zuschuss,,Innovationsförderung des BMEL (Rahmenprogramm),Bund,individuel,"Sonstiges, Forschung & Innovation",Sonstiges
EEG: Photovoltaik gemäß Erneuerbare-Energien-Gesetz,true,"9,5 ct/kWh","Privatperson, Gemeinnützige Organisation, Kommune, Unternehmen",,Vergütung,"Bestand, Neubau",Erneuerbare-Energien-Gesetz (EEG): Photovoltaik - AgriPV,Bund,"7,00 ct/kWh","Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
,true,"80%

Bagatellgrenze: 25.000€","Unternehmen, Verband/Vereinigung, Hochschule, Forschungseinrichtung, Kommune",,Zuschuss,,"progres.nrw – Programm für Rationelle Energieverwendung, Regenerative Energien und Energiesparen – Programmbereich Innovation",Bundesland,15%,"Erneuerbare Energien, Forschung & Innovation",
,true,55%,Vereine,,"Zuschuss, Kredit","Bestand, Neubau",Sportstätten-Bau Förderung (incl. PV),Bundesland,20%,"Baubegleitung, Sportanlage, Sportobjekt",Sonstiges
,true,40%,Vereine,,"Zuschuss, Vergütung",,Sportbund Rheinland: Sonderförderungen für Vereine und Fachverbände,Bundesland,,Sonstiges,Sonstiges
,true,"7,5 Mio. Euro",Unternehmen,,"Zuschuss, Kredit",,KFW 230: Umweltinnovationsprogramm,Bund,30%,Investitionsförderung,Nichtwohngebäude
Effizienzhaus im Bestand: München fördert energetische Sanierungen,true,60 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München fördert die energetische Sanierung von Bestandsgebäuden, um die Energieeffizienz zu verbessern und den CO2-Ausstoß zu reduzieren.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Effizienzhaus im Bestand,Stadt/Kommune/Gemeinde,"5-20 % (KfW) 
+ 20 % FKG",Effizienzhaus,Wohngebäude
Passivhaus im Bestand: München unterstützt nachhaltiges Wohnen,true,"60 %
30.000 € € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","In München können Eigentümer von Gebäuden von einer Förderung profitieren, um die Gebäudehülle zu optimieren und so die Energieeffizienz zu steigern.",Zuschuss,Neubau,Förderprogramm Klimaneutrale Gebäude (FKG) - Passivhaus im Neubau,Stadt/Kommune/Gemeinde,260 € je m² Wohnfläche,Passivhaus,Wohngebäude
Photovoltaikberatung München: Förderung für solare Energiegewinnung,true,9.000 €,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München bietet finanzielle Anreize für die Installation von Lüftungsanlagen in Gebäuden, um die Luftqualität zu verbessern und Energie zu sparen.",Zuschuss,"Bestand, Neubau",Förderprogramm Klimaneutrale Gebäude (FKG) - Photovoltaikberatung,Stadt/Kommune/Gemeinde,60 %,"Energieberatung, Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
Photovoltaikanlagen: München unterstützt den Ausbau erneuerbarer Energien,true,30 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","Durch Förderprogramme in München werden moderne digitale Systeme unterstützt, um die Effizienz von Gebäuden und Prozessen zu steigern.",Zuschuss,"Bestand, Neubau",Förderprogramm Klimaneutrale Gebäude (FKG) - Photovoltaikanlagen,Stadt/Kommune/Gemeinde,"1.500 € Grundförderung 
+ 177 € je kWp","Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
Mieterstrom-Direktverkauf: München fördert lokale Energieerzeugung,true,80 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München fördert die Installation von Solarkollektoren, um erneuerbare Energien zu nutzen und die Abhängigkeit von fossilen Brennstoffen zu verringern.",Zuschuss,"Bestand, Neubau",Förderprogramm Klimaneutrale Gebäude (FKG) - Mieterstrom bzw. Direktverkauf,Stadt/Kommune/Gemeinde,4.000 €,"Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
Stecker-Solar-Geräte: München unterstützt Balkonkraftwerke,true,50 %,Privatperson,"Mit der Wärmepumpenförderung in München werden nachhaltige Heizsysteme gefördert, um den CO2-Ausstoß zu reduzieren und die Umwelt zu schonen.",Zuschuss,"Bestand, Neubau","Förderprogramm Klimaneutrale Gebäude (FKG) - Stecker-Solar-Geräte Balkonkraftwerk
",Stadt/Kommune/Gemeinde,"0,40 € je Wp","Photovoltaik, Erneuerbare Energien",Wohngebäude
Neubau in München: Förderung für energieeffiziente Wohngebäude,true,"60 %
28.000 € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","Für den Neubau energieeffizienter Wohngebäude bietet München finanzielle Unterstützung, um nachhaltiges Bauen zu fördern und den Energieverbrauch zu minimieren.",Zuschuss,Neubau,Förderprogramm Klimaneutrale Gebäude (FKG) - Effizienzhaus im Neubau,Stadt/Kommune/Gemeinde,240 € je m² Wohnfläche,Effizienzhaus,Wohngebäude
Passivhaus im Neubau: München fördert energieeffizientes Bauen,true,"60 %
36.000 € € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","Die Stadt München unterstützt energetische Sanierungen von Gebäuden, insbesondere im Bereich von Fenstern und Türen, um den Energieverbrauch zu reduzieren und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Passivhaus im Bestand,Stadt/Kommune/Gemeinde,280 € je m² Wohnfläche,Passivhaus,Wohngebäude
München: Förderung für die Optimierung der Gebäudehülle,true,"60 %
60.000 € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","In München werden Maßnahmen zur Optimierung der Gebäudehülle finanziell gefördert, um die energetische Effizienz von Wohn- und Gewerbegebäuden zu verbessern.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Dämmung der Gebäudehülle,Stadt/Kommune/Gemeinde,"15 % (BEG EM) 
+ 15 % (FKG)",Dämmung,Wohngebäude
Fenster und Türen: München unterstützt energetische Sanierungen,true,"60 %
60.000 € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München unterstützt energetische Sanierungen von Gebäuden durch Förderprogramme, die den Austausch von Fenstern und Türen mit energieeffizienten Modellen fördern.",Zuschuss,Bestand,"Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Austausch von Fenstern, Außentüren",Stadt/Kommune/Gemeinde,"15 % (BEG EM) 
+ 15 % (FKG)",Fenster / Haustür,Wohngebäude
München: Förderung für Lüftungsanlagen in Gebäuden,true,"60 %
60.000 € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","Die Stadt München bietet finanzielle Unterstützung für den Einbau von Lüftungsanlagen in Gebäuden, um die Luftqualität zu verbessern und den Energieverbrauch zu senken.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: RLT-Anlagen mit Wärme-/Kälterückgewinnung,Stadt/Kommune/Gemeinde,"15 % (BEG EM) 
+ 15 % (FKG)",Lüftung,Wohngebäude
Digitalisierung in München: Förderung für moderne Systeme,true,"60 %
60.000 € je WE
","Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München fördert die Implementierung moderner digitaler Systeme in Gebäuden, um deren Effizienz zu steigern und den Einsatz erneuerbarer Energien zu unterstützen.",Zuschuss,Bestand,"Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Digitale Systeme zur Betriebs- und Verbrauchsoptimierung,
Netzdienlichkeit der technischen Anlagen von Wohngebäuden ""Efficiency Smart Home""",Stadt/Kommune/Gemeinde,"15 % (BEG EM) 
+ 15 % (FKG)",Smart Home,Wohngebäude
Solarkollektoren in München: Förderung erneuerbarer Energien,true,60 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München bietet finanzielle Anreize für die Installation von Solarkollektoren, um die Nutzung erneuerbarer Energien in der Stadt zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Solarkollektoranlagen,Stadt/Kommune/Gemeinde,"30 % (BEG EM) 
+ 15 % (FKG)",Solarthermie,Wohngebäude
Wärmepumpenförderung in München: Nachhaltige Heizsysteme unterstützen,true,60 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","Durch Förderprogramme unterstützt München den Einbau und Betrieb von Wärmepumpen als nachhaltige Heizsysteme, um den Einsatz fossiler Brennstoffe zu verringern und die Umweltbelastung zu reduzieren.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Wärmepumpen,Stadt/Kommune/Gemeinde,"30 % (BEG EM) 
+ 15 % (FKG)",Wärmepumpe,Wohngebäude
München: Förderung für den Anschluss an energieeffiziente Gebäudenetze,true,60 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München fördert den Anschluss von Gebäuden an energieeffiziente Netze, um die Energieeffizienz zu steigern und den Einsatz erneuerbarer Energien zu fördern.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Gebäudenetz und Anschluss an ein Gebäude- oder Wärmenetz ,Stadt/Kommune/Gemeinde,"30 % (BEG EM) 
+ 15 % (FKG)",Fernwärme,Wohngebäude
Heizungsoptimierung in München: Förderung für effiziente Wärmeerzeugung,true,60 %,"Privatperson, Gemeinnützige Organisation, Unternehmen, WEG","München bietet finanzielle Unterstützung für die Optimierung von Heizungsanlagen, um eine effiziente Wärmeerzeugung in Gebäuden zu gewährleisten und den Energieverbrauch zu senken.",Zuschuss,Bestand,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Heizungsoptimierung,Stadt/Kommune/Gemeinde,"15 % (BEG EM) 
+ 15 % (FKG)",Heizungsoptimierung,Wohngebäude
Bayerische Förderung von Holzprojekten (BayFHolz) in Bayern,true,200.000 €,"Privatperson, Kommune","Die ""Bayerische Förderung von Holzprojekten (BayFHolz)"" unterstützt in Bayern Projekte zur nachhaltigen Holznutzung, um den Einsatz erneuerbarer Ressourcen zu fördern und die CO2-Bilanz zu verbessern.",Zuschuss,"Bestand, Neubau",Bayerische Förderrichtlinie Holz (BayFHolz) ,Bundesland,500 € pro gespeicherter Tonne CO2,Holzbau,"Wohngebäude, Nichtwohngebäude"
Klimaschutz Plus: CO2-Minderungsprogramm in Baden-Württemberg,false," 40 %
200.000 €","Privatperson, Unternehmen, Kommune, Gemeinnützige Organisation, Contractor","""Klimaschutz Plus"" ist ein CO2-Minderungsprogramm in Baden-Württemberg, das darauf abzielt, die Treibhausgasemissionen zu verringern und den Klimaschutz in der Region zu fördern.",Zuschuss,Bestand,Klimaschutz-Plus: CO2 Minderungsprogramm,Bundesland,50 € pro vermiedener Tonne CO2e,"Lüftung, Solarthermie, Wärmepumpe, Sonstige Heizungen",Nichtwohngebäude
progres.nrw: Klimaschutztechnik - Steuereinrichtungen für Wärmepumpen mit PV-Anlagen in Nordrhein-Westfalen,true,2 000 € je Anlage,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" unterstützt in Nordrhein-Westfalen die Integration von Steuereinrichtungen für Wärmepumpen mit PV-Anlagen, um die Effizienz von Heizsystemen zu verbessern und den Einsatz erneuerbarer Energien zu fördern.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Biomasseanlagen in Verbindung mit der Nutzung von Solarenergie,Bundesland,750 € je Anlage,Biomasse,"Wohngebäude, Nichtwohngebäude"
progres.nrw: Emissionsarme Mobilität - Ladeinfrastruktur für Elektrofahrzeuge und Netzanschlüsse,true,1.000 € je Ladepunkt,"Privatperson, Unternehmen, WEG, Kommune","Unter dem Programm ""progres.nrw"" werden in Nordrhein-Westfalen Maßnahmen zur Emissionsminderung im Verkehrssektor gefördert, darunter die Einrichtung von Ladeinfrastruktur für Elektrofahrzeuge und Netzanschlüsse, um umweltfreundliche Mobilität zu fördern.",Zuschuss,"Bestand, Neubau",progres.nrw - Emissionsarme Mobilität: Ladeinfrastruktur für Elektrofahrzeuge & Netzanschlüsse,Bundesland,40 %,Ladestation,"Wohngebäude, Nichtwohngebäude"
progres.nrw: Klimaschutztechnik - Oberflächennahe Geothermie in Verbindung mit Wärmepumpen in Nordrhein-Westfalen,true,100.000 €,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","Das Programm ""progres.nrw"" fördert in Nordrhein-Westfalen die Nutzung oberflächennaher Geothermie in Verbindung mit Wärmepumpen, um erneuerbare Energien zu nutzen und Gebäude energetisch zu versorgen.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Oberflächennahe Geothermie in Verbindung mit einer Wärmepumpe,Bundesland,Individuell siehe Kommentar,"Erneuerbare Energien, Wärmepumpe","Wohngebäude, Nichtwohngebäude"
progres.nrw: Klimaschutztechnik - Thermische Solaranlagen für die Gebäudeversorgung in Nordrhein-Westfalen,true,"40 %
110.000 €","Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","Das Programm ""progres.nrw"" unterstützt in Nordrhein-Westfalen die Installation thermischer Solaranlagen zur Gebäudeversorgung, um die Nutzung erneuerbarer Energien zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Stationäre wasserstoffbasierte Energiesysteme in Verbindung mit einer PV-Anlage,Bundesland,,"Photovoltaik, Erneuerbare Energien, Sonstige Heizungen","Wohngebäude, Nichtwohngebäude"
progres.nrw: Klimaschutztechnik - Biomasseanlagen mit Solarenergie in Nordrhein-Westfalen,true,,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" fördert in Nordrhein-Westfalen Biomasseanlagen mit Solarenergie, um die Nutzung erneuerbarer Energien zu steigern und die Abhängigkeit von fossilen Brennstoffen zu verringern.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Thermische Solaranlagen für die Gebäudeversorgung,Bundesland,90 € pro m²,Solarthermie,"Wohngebäude, Nichtwohngebäude"
progres.nrw: Austausch elektrischer Speicherheizungen mit Erneuerbare-Energien-Heizungsanlagen in NRW,true,750 €,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","Das Programm ""progres.nrw"" fördert in Nordrhein-Westfalen den Austausch elektrischer Speicherheizungen mit Erneuerbare-Energien-Heizungsanlagen, um den Energieverbrauch zu senken und den Einsatz erneuerbarer Energien zu steigern.",Zuschuss,Bestand,progres.nrw - Klimaschutztechnik: Steuereinrichtungen für den Betrieb von Wärmepumpen in Verbindung mit einer PV-Anlage,Bundesland,40 %,Wärmepumpe,"Wohngebäude, Nichtwohngebäude"
progres.nrw: Förderung von Lüftungsanlagen mit Wärmerückgewinnung in NRW,true,5000 € je Gebäude,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" unterstützt in Nordrhein-Westfalen die Förderung von Lüftungsanlagen mit Wärmerückgewinnung, um die energetische Effizienz von Gebäuden zu verbessern und den Komfort der Bewohner zu erhöhen.",Zuschuss,Bestand,progres.nrw - Klimaschutztechnik: Austausch bestehender elektrischer Speicherheizungen in Verbindung mit der Installation einer Erneuerbaren-Energien-Heizungsanlage,Bundesland,100 € pro Gerät,"Wärmepumpe, Solarthermie, Biomasse, Sonstige Heizungen","Wohngebäude, Nichtwohngebäude"
progres.nrw: Unterstützung für Wärmeübergabestationen in NRW,true,2000 € je WE,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" bietet in Nordrhein-Westfalen Unterstützung für Wärmeübergabestationen an, um die Effizienz von Heizsystemen zu steigern und den Energieverbrauch zu senken.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Lüftungsanlagen mit Wärmerückgewinnung,Bundesland,1.000 € je WE,Lüftung,"Wohngebäude, Nichtwohngebäude"
progres.nrw: Wärmepumpen mit kalten Wärmenetzen in NRW,true,1.000 € je Anlage,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" fördert in Nordrhein-Westfalen die Nutzung von Wärmepumpen mit kalten Wärmenetzen, um den Einsatz erneuerbarer Energien zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Wärmeübergabestationen,Bundesland,25 %,Fernwärme,"Wohngebäude, Nichtwohngebäude"
progres.nrw: Förderung von Wärme- und Kältespeichern in NRW,true,1.500 € je Anlage,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" unterstützt in Nordrhein-Westfalen die Installation von Wärme- und Kältespeichern, um die Flexibilität im Energieverbrauch zu erhöhen und den Einsatz erneuerbarer Energien zu fördern.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Wärmepumpen in Verbindung mit einem kalten Wärmenetz,Bundesland,25 %,"Wärmepumpe, Fernwärme","Wohngebäude, Nichtwohngebäude"
progres.nrw: Building Information Modeling für energieeffiziente Gebäude in NRW,true,100.000 € je Anlage,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" fördert in Nordrhein-Westfalen den Einsatz von Building Information Modeling für energieeffiziente Gebäude, um Planungsprozesse zu optimieren und den Einsatz erneuerbarer Energien zu fördern.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Wärme- und Kältespeicher,Bundesland,25 %,Wärmespeicher,"Wohngebäude, Nichtwohngebäude"
progres.nrw: KlimaGebäude.NRW mit Building Information Modeling in NRW,false,"60 %
18.000 €","Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","Das Programm ""progres.nrw"" unterstützt in Nordrhein-Westfalen das Projekt ""KlimaGebäude.NRW"" mit Building Information Modeling, um energieeffiziente Bauvorhaben zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Building Information Modeling zur Verbesserung der energetischen Qualität von klimagerechten Gebäuden,Bundesland,,Baubegleitung,Wohngebäude
"progres.nrw: KlimaGebäude.NRW in Landesprojekten wie ""KlimaQuartier.NRW"" in NRW",true,3.500 €,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" fördert in Nordrhein-Westfalen das Projekt ""KlimaGebäude.NRW"" in Landesprojekten wie ""KlimaQuartier.NRW"", um energieeffizientes Bauen und nachhaltiges Wohnen zu fördern.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: KlimaGebäude.NRW in Verbindung mit Building Information Modeling,Bundesland,1.000 € / 2.000 € je WE,"Effizienzhaus, Baubegleitung",Wohngebäude
progres.nrw: Förderung von Wohngebäuden im Passivhaus-Standard mit Lüftungsanlagen in NRW,true,5.000 €,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","Das Programm ""progres.nrw"" unterstützt in Nordrhein-Westfalen die Förderung von Wohngebäuden im Passivhaus-Standard mit Lüftungsanlagen, um den Energieverbrauch zu senken und den Wohnkomfort zu erhöhen.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: KlimaGebäude.NRW innerhalb von Landesprojekten (z.B. „KlimaQuartier.NRW“),Bundesland,2.500 € / 3.500 € je WE,Effizienzhaus,Wohngebäude
progres.nrw: Wohngebäude im Drei-Liter-Haus-Standard mit Lüftungsanlagen in NRW,true,4.700 € je WE,"Privatperson, Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" fördert in Nordrhein-Westfalen den Bau von Wohngebäuden im Drei-Liter-Haus-Standard mit Lüftungsanlagen, um energieeffizientes Bauen zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Wohngebäude im Passivhaus-Standard einschließlich Lüftungsanlagen,Bundesland,3.400 € je WE,"Lüftung, Passivhaus",Wohngebäude
